"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13898","create account","chromium","2026-06-03","passed","2026-06-03","Signup tests","signup.spec.js","",""
